cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.27726+-0.552674*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.870402+0.0342606*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.16379+-0.335625*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.0281979+0.935756*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "3.64228+-2.86934*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.4526+4.49737*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.78452+-4.96204*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.57904+-1.72386*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.851485"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.32256"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.198759+-1.231*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.33766+0.410664*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.753526+-0.752145*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.01244+0.0315981*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.1093+0.64291*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.13941+-1.59615*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.812609+0.167028*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.777837+0.26436*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.730597+0.360141*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.27029+-0.549655*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.865648+0.0340735*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.15744+-0.333791*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.0280439+0.930645*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "3.62238+-2.85367*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.43374+4.4728*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.75292+-4.93494*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.56495+-1.71445*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.851485"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.32256"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.200883+-1.24415*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.35195+0.41505*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.761575+-0.76018*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.02325+0.0319356*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.12115+0.649778*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.15158+-1.6132*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.821289+0.168812*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.786146+0.267183*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.738402+0.363988*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.28386+-0.555527*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.874895+0.0344374*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.1698+-0.337357*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.0283435+0.940586*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "3.66108+-2.88415*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.47042+4.52058*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.81438+-4.98766*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.59235+-1.73276*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.851485"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.213024"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "3.40862+3.46536*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.86052+1.23385*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.988591+-0.501843*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.22048+0.200119*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.36643+1.1212*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.40865+-2.01797*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.986481+0.259723*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.900201+0.501234*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.851208+0.600573*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.56836+-0.608387*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.06358+0.119806*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.43569+-0.34932*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.0627143+1.32825*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.74711+-3.73579*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-4.53217+5.89902*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.58668+-6.51148*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "3.25378+-2.13437*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.864705"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.21036"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "-0.125808+-1.71517*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.29277+0.329625*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.734273+-0.782146*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.997507+0.0146874*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.08998+0.598295*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.11905+-1.56309*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.799928+0.15864*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.770171+0.241934*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.722821+0.33794*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.2478+-0.547054*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.850849+0.0255803*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.13627+-0.334255*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.0374267+0.895978*x"
